ecg_signal
-0.41504836082458496
-0.4075556695461273
-0.4008345901966095
-0.3953706622123718
-0.3914279639720917
-0.3894672095775604
-0.38994017243385315
-0.3926829993724823
-0.3966025710105896
-0.4001017212867737
-0.40198367834091187
-0.4021032154560089
-0.40122973918914795
-0.40024250745773315
-0.39926454424858093
-0.3972739279270172
-0.392287015914917
-0.38183507323265076
-0.3634030818939209
-0.3346562385559082
-0.2933882176876068
-0.23706035315990448
-0.16176503896713257
-0.06075916811823845
0.0766456201672554
0.2645929157733917
0.5176335573196411
0.8452051281929016
1.244992733001709
1.6973545551300049
2.163022518157959
2.5856122970581055
2.8994333744049072
3.041853427886963
2.968047857284546
2.66454815864563
2.157301664352417
1.5106974840164185
0.8162868022918701
0.17310559749603271
-0.3353786766529083
-0.6607059836387634
-0.7986146807670593
-0.7847204804420471
-0.6787863373756409
-0.5442570447921753
-0.4308723211288452
-0.36553478240966797
-0.3523028790950775
-0.37895405292510986
-0.4262087941169739
-0.47606319189071655
-0.5169034600257874
-0.5446410179138184
-0.5606696605682373
-0.5685421228408813
-0.5713697075843811
-0.5709915161132812
-0.5685722827911377
-0.5654428005218506
-0.5632157921791077
-0.563141942024231
-0.5654313564300537
-0.5692429542541504
-0.5733556151390076
-0.5769005417823792
-0.5795705318450928
-0.5813419818878174
-0.5822491645812988
-0.5826084017753601
-0.5834596753120422
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.4025512933731079
-0.39885422587394714
-0.396126925945282
-0.39592885971069336
-0.39834529161453247
-0.4024096131324768
-0.40691033005714417
-0.4111105501651764
-0.4150559902191162
-0.4193979501724243
-0.42483511567115784
-0.4313856363296509
-0.4378262460231781
-0.44177767634391785
-0.4408591389656067
-0.4348435699939728
-0.4278835356235504
-0.42915257811546326
-0.450309157371521
-0.4993791878223419
-0.5726284980773926
-0.6477731466293335
-0.6823986768722534
-0.6202988624572754
-0.4059034287929535
-0.0038233923260122538
0.5822162628173828
1.2982152700424194
2.042919635772705
2.6879215240478516
3.1114978790283203
3.235718250274658
3.052222728729248
2.624772310256958
2.066324234008789
1.500207543373108
1.022089958190918
0.6777838468551636
0.46295154094696045
0.3400360345840454
0.26135194301605225
0.18778687715530396
0.09792499244213104
-0.01185439620167017
-0.13273678719997406
-0.2505778968334198
-0.35219016671180725
-0.4294047951698303
-0.480406254529953
-0.5086727142333984
-0.5205792188644409
-0.5229900479316711
-0.5217478275299072
-0.5211330652236938
-0.5237702131271362
-0.530527651309967
-0.5404731631278992
